Date,Latitude,Longitude,Rainfall_mm
2025-01-01,18.75,83.25,0.0
2025-01-01,18.75,83.5,0.0
2025-01-01,18.75,83.75,0.0
2025-01-01,18.75,84.0,0.0
2025-01-01,18.75,84.25,0.0
2025-01-01,19.0,80.25,0.0
2025-01-01,19.0,80.5,0.0
2025-01-01,19.0,80.75,0.0
2025-01-01,19.0,81.0,0.0
2025-01-01,19.0,81.25,0.0
2025-01-01,19.0,81.5,0.0
2025-01-01,19.0,81.75,0.0
2025-01-01,19.0,82.0,0.0
2025-01-01,19.0,82.25,0.0
2025-01-01,19.0,82.5,0.0
2025-01-01,19.0,82.75,0.0
2025-01-01,19.0,83.0,0.0
2025-01-01,19.0,83.25,0.0
2025-01-01,19.0,83.5,0.0
2025-01-01,19.0,83.75,0.0
2025-01-01,19.0,84.0,0.0
2025-01-01,19.0,84.25,0.0
2025-01-01,19.25,80.25,0.0
2025-01-01,19.25,80.5,0.0
2025-01-01,19.25,80.75,0.0
2025-01-01,19.25,81.0,0.0
2025-01-01,19.25,81.25,0.0
2025-01-01,19.25,81.5,0.0
2025-01-01,19.25,81.75,0.0
2025-01-01,19.25,82.0,0.0
2025-01-01,19.25,82.25,0.0
2025-01-01,19.25,82.5,0.0
2025-01-01,19.25,82.75,0.0
2025-01-01,19.25,83.0,0.0
2025-01-01,19.25,83.25,0.0
2025-01-01,19.25,83.5,0.0
2025-01-01,19.25,83.75,0.0
2025-01-01,19.25,84.0,0.0
2025-01-01,19.25,84.25,0.0
2025-01-01,19.5,80.25,0.0
2025-01-01,19.5,80.5,0.0
2025-01-01,19.5,80.75,0.0
2025-01-01,19.5,81.0,0.0
2025-01-01,19.5,81.25,0.0
2025-01-01,19.5,81.5,0.0
2025-01-01,19.5,81.75,0.0
2025-01-01,19.5,82.0,0.0
2025-01-01,19.5,82.25,0.0
2025-01-01,19.5,82.5,0.0
2025-01-01,19.5,82.75,0.0
2025-01-01,19.5,83.0,0.0
2025-01-01,19.5,83.25,0.0
2025-01-01,19.5,83.5,0.0
2025-01-01,19.5,83.75,0.0
2025-01-01,19.5,84.0,0.0
2025-01-01,19.5,84.25,0.0
2025-01-01,19.75,80.25,0.0
2025-01-01,19.75,80.5,0.0
2025-01-01,19.75,80.75,0.0
2025-01-01,19.75,81.0,0.0
2025-01-01,19.75,81.25,0.0
2025-01-01,19.75,81.5,0.0
2025-01-01,19.75,81.75,0.0
2025-01-01,19.75,82.0,0.0
2025-01-01,19.75,82.25,0.0
2025-01-01,19.75,82.5,0.0
2025-01-01,19.75,82.75,0.0
2025-01-01,19.75,83.0,0.0
2025-01-01,19.75,83.25,0.0
2025-01-01,19.75,83.5,0.0
2025-01-01,19.75,83.75,0.0
2025-01-01,19.75,84.0,0.0
2025-01-01,19.75,84.25,0.0
2025-01-01,20.0,80.25,0.0
2025-01-01,20.0,80.5,0.0
2025-01-01,20.0,80.75,0.0
2025-01-01,20.0,81.0,0.0
2025-01-01,20.0,81.25,0.0
2025-01-01,20.0,81.5,0.0
2025-01-01,20.0,81.75,0.0
2025-01-01,20.0,82.0,0.0
2025-01-01,20.0,82.25,0.0
2025-01-01,20.0,82.5,0.0
2025-01-01,20.0,82.75,0.0
2025-01-01,20.0,83.0,0.0
2025-01-01,20.0,83.25,0.0
2025-01-01,20.0,83.5,0.0
2025-01-01,20.0,83.75,0.0
2025-01-01,20.0,84.0,0.0
2025-01-01,20.0,84.25,0.0
2025-01-01,20.25,80.25,0.0
2025-01-01,20.25,80.5,0.0
2025-01-01,20.25,80.75,0.0
2025-01-01,20.25,81.0,0.0
2025-01-01,20.25,81.25,0.0
2025-01-01,20.25,81.5,0.0
2025-01-01,20.25,81.75,0.0
2025-01-01,20.25,82.0,0.0
2025-01-01,20.25,82.25,0.0
2025-01-01,20.25,82.5,0.0
2025-01-01,20.25,82.75,0.0
2025-01-01,20.25,83.0,0.0
2025-01-01,20.25,83.25,0.0
2025-01-01,20.25,83.5,0.0
2025-01-01,20.25,83.75,0.0
2025-01-01,20.25,84.0,0.0
2025-01-01,20.25,84.25,0.0
2025-01-01,20.5,80.25,0.0
2025-01-01,20.5,80.5,0.0
2025-01-01,20.5,80.75,0.0
2025-01-01,20.5,81.0,0.0
2025-01-01,20.5,81.25,0.0
2025-01-01,20.5,81.5,0.0
2025-01-01,20.5,81.75,0.0
2025-01-01,20.5,82.0,0.0
2025-01-01,20.5,82.25,0.0
2025-01-01,20.5,82.5,0.0
2025-01-01,20.5,82.75,0.0
2025-01-01,20.5,83.0,0.0
2025-01-01,20.5,83.25,0.0
2025-01-01,20.5,83.5,0.0
2025-01-01,20.5,83.75,0.0
2025-01-01,20.5,84.0,0.0
2025-01-01,20.5,84.25,0.0
2025-01-01,20.75,80.25,0.0
2025-01-01,20.75,80.5,0.0
2025-01-01,20.75,80.75,0.0
2025-01-01,20.75,81.0,0.0
2025-01-01,20.75,81.25,0.0
2025-01-01,20.75,81.5,0.0
2025-01-01,20.75,81.75,0.0
2025-01-01,20.75,82.0,0.0
2025-01-01,20.75,82.25,0.0
2025-01-01,20.75,82.5,0.0
2025-01-01,20.75,82.75,0.0
2025-01-01,20.75,83.0,0.0
2025-01-01,20.75,83.25,0.0
2025-01-01,20.75,83.5,0.0
2025-01-01,20.75,83.75,0.0
2025-01-01,20.75,84.0,0.0
2025-01-01,20.75,84.25,0.0
2025-01-01,21.0,80.25,0.0
2025-01-01,21.0,80.5,0.0
2025-01-01,21.0,80.75,0.0
2025-01-01,21.0,81.0,0.0
2025-01-01,21.0,81.25,0.0
2025-01-01,21.0,81.5,0.0
2025-01-01,21.0,81.75,0.0
2025-01-01,21.0,82.0,0.0
2025-01-01,21.0,82.25,0.0
2025-01-01,21.0,82.5,0.0
2025-01-01,21.0,82.75,0.0
2025-01-01,21.0,83.0,0.0
2025-01-01,21.0,83.25,0.0
2025-01-01,21.0,83.5,0.0
2025-01-01,21.0,83.75,0.0
2025-01-01,21.0,84.0,0.0
2025-01-01,21.0,84.25,0.0
2025-01-01,21.25,80.25,0.0
2025-01-01,21.25,80.5,0.0
2025-01-01,21.25,80.75,0.0
2025-01-01,21.25,81.0,0.0
2025-01-01,21.25,81.25,0.0
2025-01-01,21.25,81.5,0.0
2025-01-01,21.25,81.75,0.0
2025-01-01,21.25,82.0,0.0
2025-01-01,21.25,82.25,0.0
2025-01-01,21.25,82.5,0.0
2025-01-01,21.25,82.75,0.0
2025-01-01,21.25,83.0,0.0
2025-01-01,21.25,83.25,0.0
2025-01-01,21.25,83.5,0.0
2025-01-01,21.25,83.75,0.0
2025-01-01,21.25,84.0,0.0
2025-01-01,21.25,84.25,0.0
2025-01-01,21.5,80.25,0.0
2025-01-01,21.5,80.5,0.0
2025-01-01,21.5,80.75,0.0
2025-01-01,21.5,81.0,0.0
2025-01-01,21.5,81.25,0.0
2025-01-01,21.5,81.5,0.0
2025-01-01,21.5,81.75,0.0
2025-01-01,21.5,82.0,0.0
2025-01-01,21.5,82.25,0.0
2025-01-01,21.5,82.5,0.0
2025-01-01,21.5,82.75,0.0
2025-01-01,21.5,83.0,0.0
2025-01-01,21.5,83.25,0.0
2025-01-01,21.5,83.5,0.0
2025-01-01,21.5,83.75,0.0
2025-01-01,21.5,84.0,0.0
2025-01-01,21.5,84.25,0.0
2025-01-01,21.75,80.25,0.0
2025-01-01,21.75,80.5,0.0
2025-01-01,21.75,80.75,0.0
2025-01-01,21.75,81.0,0.0
2025-01-01,21.75,81.25,0.0
2025-01-01,21.75,81.5,0.0
2025-01-01,21.75,81.75,0.0
2025-01-01,21.75,82.0,0.0
2025-01-01,21.75,82.25,0.0
2025-01-01,21.75,82.5,0.0
2025-01-01,21.75,82.75,0.0
2025-01-01,21.75,83.0,0.0
2025-01-01,21.75,83.25,0.0
2025-01-01,21.75,83.5,0.0
2025-01-01,21.75,83.75,0.0
2025-01-01,21.75,84.0,0.0
2025-01-01,21.75,84.25,0.0
2025-01-01,22.0,80.25,0.0
2025-01-01,22.0,80.5,0.0
2025-01-01,22.0,80.75,0.0
2025-01-01,22.0,81.0,0.0
2025-01-01,22.0,81.25,0.0
2025-01-01,22.0,81.5,0.0
2025-01-01,22.0,81.75,0.0
2025-01-01,22.0,82.0,0.0
2025-01-01,22.0,82.25,0.0
2025-01-01,22.0,82.5,0.0
2025-01-01,22.0,82.75,0.0
2025-01-01,22.0,83.0,0.0
2025-01-01,22.0,83.25,0.0
2025-01-01,22.0,83.5,0.0
2025-01-01,22.0,83.75,0.0
2025-01-01,22.0,84.0,0.0
2025-01-01,22.0,84.25,0.0
2025-01-01,22.25,80.25,0.0
2025-01-01,22.25,80.5,0.0
2025-01-01,22.25,80.75,0.0
2025-01-01,22.25,81.0,0.0
2025-01-01,22.25,81.25,0.0
2025-01-01,22.25,81.5,0.0
2025-01-01,22.25,81.75,0.0
2025-01-01,22.25,82.0,0.0
2025-01-01,22.25,82.25,0.0
2025-01-01,22.25,82.5,0.0
2025-01-01,22.25,82.75,0.0
2025-01-01,22.25,83.0,0.0
2025-01-01,22.25,83.25,0.0
2025-01-01,22.25,83.5,0.0
2025-01-01,22.25,83.75,0.0
2025-01-01,22.25,84.0,0.0
2025-01-01,22.25,84.25,0.0
2025-01-01,22.5,80.25,0.0
2025-01-01,22.5,80.5,0.0
2025-01-01,22.5,80.75,0.0
2025-01-01,22.5,81.0,0.0
2025-01-01,22.5,81.25,0.0
2025-01-01,22.5,81.5,0.0
2025-01-01,22.5,81.75,0.0
2025-01-01,22.5,82.0,0.0
2025-01-01,22.5,82.25,0.0
2025-01-01,22.5,82.5,0.0
2025-01-01,22.5,82.75,0.0
2025-01-01,22.5,83.0,0.0
2025-01-01,22.5,83.25,0.0
2025-01-01,22.5,83.5,0.0
2025-01-01,22.5,83.75,0.0
2025-01-01,22.5,84.0,0.0
2025-01-01,22.5,84.25,0.0
2025-01-01,22.75,80.25,0.0
2025-01-01,22.75,80.5,0.0
2025-01-01,22.75,80.75,0.0
2025-01-01,22.75,81.0,0.0
2025-01-01,22.75,81.25,0.0
2025-01-01,22.75,81.5,0.0
2025-01-01,22.75,81.75,0.0
2025-01-01,22.75,82.0,0.0
2025-01-01,22.75,82.25,0.0
2025-01-01,22.75,82.5,0.0
2025-01-01,22.75,82.75,0.0
2025-01-01,22.75,83.0,0.0
2025-01-01,22.75,83.25,0.0
2025-01-01,22.75,83.5,0.0
2025-01-01,22.75,83.75,0.0
2025-01-01,22.75,84.0,0.0
2025-01-01,22.75,84.25,0.0
2025-01-01,23.0,80.25,0.0
2025-01-01,23.0,80.5,0.0
2025-01-01,23.0,80.75,0.0
2025-01-01,23.0,81.0,0.0
2025-01-01,23.0,81.25,0.0
2025-01-01,23.0,81.5,0.0
2025-01-01,23.0,81.75,0.0
2025-01-01,23.0,82.0,0.0
2025-01-01,23.0,82.25,0.0
2025-01-01,23.0,82.5,0.0
2025-01-01,23.0,82.75,0.0
2025-01-01,23.0,83.0,0.0
2025-01-01,23.0,83.25,0.0
2025-01-01,23.0,83.5,0.0
2025-01-01,23.0,83.75,0.0
2025-01-01,23.0,84.0,0.0
2025-01-01,23.0,84.25,0.0
2025-01-01,23.25,80.25,0.0
2025-01-01,23.25,80.5,0.0
2025-01-01,23.25,80.75,0.0
2025-01-01,23.25,81.0,0.0
2025-01-01,23.25,81.25,0.0
2025-01-01,23.25,81.5,0.0
2025-01-01,23.25,81.75,0.0
2025-01-01,23.25,82.0,0.0
2025-01-01,23.25,82.25,0.0
2025-01-01,23.25,82.5,0.0
2025-01-01,23.25,82.75,0.0
2025-01-01,23.25,83.0,0.0
2025-01-01,23.25,83.25,0.0
2025-01-01,23.25,83.5,0.0
2025-01-01,23.25,83.75,0.0
2025-01-01,23.25,84.0,0.0
2025-01-01,23.25,84.25,0.0
2025-01-01,23.5,80.25,0.0
2025-01-01,23.5,80.5,0.0
2025-01-01,23.5,80.75,0.0
2025-01-01,23.5,81.0,0.0
2025-01-01,23.5,81.25,0.0
2025-01-01,23.5,81.5,0.0
2025-01-01,23.5,81.75,0.0
2025-01-01,23.5,82.0,0.0
2025-01-01,23.5,82.25,0.0
2025-01-01,23.5,82.5,0.0
2025-01-01,23.5,82.75,0.0
2025-01-01,23.5,83.0,0.0
2025-01-01,23.5,83.25,0.0
2025-01-01,23.5,83.5,0.0
2025-01-01,23.5,83.75,0.0
2025-01-01,23.5,84.0,0.0
2025-01-01,23.5,84.25,0.0
2025-01-01,23.75,80.25,0.0
2025-01-01,23.75,80.5,0.0
2025-01-01,23.75,80.75,0.0
2025-01-01,23.75,81.0,0.0
2025-01-01,23.75,81.25,0.0
2025-01-01,23.75,81.5,0.0
2025-01-01,23.75,81.75,0.0
2025-01-01,23.75,82.0,0.0
2025-01-01,23.75,82.25,0.0
2025-01-01,23.75,82.5,0.0
2025-01-01,23.75,82.75,0.0
2025-01-01,23.75,83.0,0.0
2025-01-01,23.75,83.25,0.0
2025-01-01,23.75,83.5,0.0
2025-01-01,23.75,83.75,0.0
2025-01-01,23.75,84.0,0.0
2025-01-01,23.75,84.25,0.0
2025-01-01,24.0,80.25,0.0
2025-01-01,24.0,80.5,0.0
2025-01-01,24.0,80.75,0.0
2025-01-01,24.0,81.0,0.0
2025-01-01,24.0,81.25,0.0
2025-01-01,24.0,81.5,0.0
2025-01-01,24.0,81.75,0.0
2025-01-01,24.0,82.0,0.0
2025-01-01,24.0,82.25,0.0
2025-01-01,24.0,82.5,0.0
2025-01-01,24.0,82.75,0.0
2025-01-01,24.0,83.0,0.0
2025-01-01,24.0,83.25,0.0
2025-01-01,24.0,83.5,0.0
2025-01-01,24.0,83.75,0.0
2025-01-01,24.0,84.0,0.0
2025-01-01,24.0,84.25,0.0
2025-01-02,18.0,80.25,0.0
2025-01-02,18.0,80.5,0.0
2025-01-02,18.0,80.75,0.0
2025-01-02,18.0,81.0,0.0
2025-01-02,18.0,81.25,0.0
2025-01-02,18.0,81.5,0.0
2025-01-02,18.0,81.75,0.0
2025-01-02,18.0,82.0,0.0
2025-01-02,18.0,82.25,0.0
2025-01-02,18.0,82.5,0.0
2025-01-02,18.0,82.75,0.0
2025-01-02,18.0,83.0,0.0
2025-01-02,18.0,83.25,0.0
2025-01-02,18.0,83.5,0.0
2025-01-02,18.25,80.25,0.0
2025-01-02,18.25,80.5,0.0
2025-01-02,18.25,80.75,0.0
2025-01-02,18.25,81.0,0.0
2025-01-02,18.25,81.25,0.0
2025-01-02,18.25,81.5,0.0
2025-01-02,18.25,81.75,0.0
2025-01-02,18.25,82.0,0.0
2025-01-02,18.25,82.25,0.0
2025-01-02,18.25,82.5,0.0
2025-01-02,18.25,82.75,0.0
2025-01-02,18.25,83.0,0.0
2025-01-02,18.25,83.25,0.0
2025-01-02,18.25,83.5,0.0
2025-01-02,18.25,83.75,0.0
2025-01-02,18.5,80.25,0.0
2025-01-02,18.5,80.5,0.0
2025-01-02,18.5,80.75,0.0
2025-01-02,18.5,81.0,0.0
2025-01-02,18.5,81.25,0.0
2025-01-02,18.5,81.5,0.0
2025-01-02,18.5,81.75,0.0
2025-01-02,18.5,82.0,0.0
2025-01-02,18.5,82.25,0.0
2025-01-02,18.5,82.5,0.0
2025-01-02,18.5,82.75,0.0
2025-01-02,18.5,83.0,0.0
2025-01-02,18.5,83.25,0.0
2025-01-02,18.5,83.5,0.0
2025-01-02,18.5,83.75,0.0
2025-01-02,18.5,84.0,0.0
2025-01-02,18.75,80.25,0.0
2025-01-02,18.75,80.5,0.0
2025-01-02,18.75,80.75,0.0
2025-01-02,18.75,81.0,0.0
2025-01-02,18.75,81.25,0.0
2025-01-02,18.75,81.5,0.0
2025-01-02,18.75,81.75,0.0
2025-01-02,18.75,82.0,0.0
2025-01-02,18.75,82.25,0.0
2025-01-02,18.75,82.5,0.0
2025-01-02,18.75,82.75,0.0
2025-01-02,18.75,83.0,0.0
2025-01-02,18.75,83.25,0.0
2025-01-02,18.75,83.5,0.0
2025-01-02,18.75,83.75,0.0
2025-01-02,18.75,84.0,0.0
2025-01-02,18.75,84.25,0.0
2025-01-02,19.0,80.25,0.0
2025-01-02,19.0,80.5,0.0
2025-01-02,19.0,80.75,0.0
2025-01-02,19.0,81.0,0.0
2025-01-02,19.0,81.25,0.0
2025-01-02,19.0,81.5,0.0
2025-01-02,19.0,81.75,0.0
2025-01-02,19.0,82.0,0.0
2025-01-02,19.0,82.25,0.0
2025-01-02,19.0,82.5,0.0
2025-01-02,19.0,82.75,0.0
2025-01-02,19.0,83.0,0.0
2025-01-02,19.0,83.25,0.0
2025-01-02,19.0,83.5,0.0
2025-01-02,19.0,83.75,0.0
2025-01-02,19.0,84.0,0.0
2025-01-02,19.0,84.25,0.0
2025-01-02,19.25,80.25,0.0
2025-01-02,19.25,80.5,0.0
2025-01-02,19.25,80.75,0.0
2025-01-02,19.25,81.0,0.0
2025-01-02,19.25,81.25,0.0
2025-01-02,19.25,81.5,0.0
2025-01-02,19.25,81.75,0.0
2025-01-02,19.25,82.0,0.0
2025-01-02,19.25,82.25,0.0
2025-01-02,19.25,82.5,0.0
2025-01-02,19.25,82.75,0.0
2025-01-02,19.25,83.0,0.0
2025-01-02,19.25,83.25,0.0
2025-01-02,19.25,83.5,0.0
2025-01-02,19.25,83.75,0.0
2025-01-02,19.25,84.0,0.0
2025-01-02,19.25,84.25,0.0
2025-01-02,19.5,80.25,0.0
2025-01-02,19.5,80.5,0.0
2025-01-02,19.5,80.75,0.0
2025-01-02,19.5,81.0,0.0
2025-01-02,19.5,81.25,0.0
2025-01-02,19.5,81.5,0.0
2025-01-02,19.5,81.75,0.0
2025-01-02,19.5,82.0,0.0
2025-01-02,19.5,82.25,0.0
2025-01-02,19.5,82.5,0.0
2025-01-02,19.5,82.75,0.0
2025-01-02,19.5,83.0,0.0
2025-01-02,19.5,83.25,0.0
2025-01-02,19.5,83.5,0.0
2025-01-02,19.5,83.75,0.0
2025-01-02,19.5,84.0,0.0
2025-01-02,19.5,84.25,0.0
2025-01-02,19.75,80.25,0.0
2025-01-02,19.75,80.5,0.0
2025-01-02,19.75,80.75,0.0
2025-01-02,19.75,81.0,0.0
2025-01-02,19.75,81.25,0.0
2025-01-02,19.75,81.5,0.0
2025-01-02,19.75,81.75,0.0
2025-01-02,19.75,82.0,0.0
2025-01-02,19.75,82.25,0.0
2025-01-02,19.75,82.5,0.0
2025-01-02,19.75,82.75,0.0
2025-01-02,19.75,83.0,0.0
2025-01-02,19.75,83.25,0.0
2025-01-02,19.75,83.5,0.0
2025-01-02,19.75,83.75,0.0
2025-01-02,19.75,84.0,0.0
2025-01-02,19.75,84.25,0.0
2025-01-02,20.0,80.25,0.0
2025-01-02,20.0,80.5,0.0
2025-01-02,20.0,80.75,0.0
2025-01-02,20.0,81.0,0.0
2025-01-02,20.0,81.25,0.0
2025-01-02,20.0,81.5,0.0
2025-01-02,20.0,81.75,0.0
2025-01-02,20.0,82.0,0.0
2025-01-02,20.0,82.25,0.0
2025-01-02,20.0,82.5,0.0
2025-01-02,20.0,82.75,0.0
2025-01-02,20.0,83.0,0.0
2025-01-02,20.0,83.25,0.0
2025-01-02,20.0,83.5,0.0
2025-01-02,20.0,83.75,0.0
2025-01-02,20.0,84.0,0.0
2025-01-02,20.0,84.25,0.0
2025-01-02,20.25,80.25,0.0
2025-01-02,20.25,80.5,0.0
2025-01-02,20.25,80.75,0.0
2025-01-02,20.25,81.0,0.0
2025-01-02,20.25,81.25,0.0
2025-01-02,20.25,81.5,0.0
2025-01-02,20.25,81.75,0.0
2025-01-02,20.25,82.0,0.0
2025-01-02,20.25,82.25,0.0
2025-01-02,20.25,82.5,0.0
2025-01-02,20.25,82.75,0.0
2025-01-02,20.25,83.0,0.0
2025-01-02,20.25,83.25,0.0
2025-01-02,20.25,83.5,0.0
2025-01-02,20.25,83.75,0.0
2025-01-02,20.25,84.0,0.0
2025-01-02,20.25,84.25,0.0
2025-01-02,20.5,80.25,0.0
2025-01-02,20.5,80.5,0.0
2025-01-02,20.5,80.75,0.0
2025-01-02,20.5,81.0,0.0
2025-01-02,20.5,81.25,0.0
2025-01-02,20.5,81.5,0.0
2025-01-02,20.5,81.75,0.0
2025-01-02,20.5,82.0,0.0
2025-01-02,20.5,82.25,0.0
2025-01-02,20.5,82.5,0.0
2025-01-02,20.5,82.75,0.0
2025-01-02,20.5,83.0,0.0
2025-01-02,20.5,83.25,0.0
2025-01-02,20.5,83.5,0.0
2025-01-02,20.5,83.75,0.0
2025-01-02,20.5,84.0,0.0
2025-01-02,20.5,84.25,0.0
2025-01-02,20.75,80.25,0.0
2025-01-02,20.75,80.5,0.0
2025-01-02,20.75,80.75,0.0
2025-01-02,20.75,81.0,0.0
2025-01-02,20.75,81.25,0.0
2025-01-02,20.75,81.5,0.0
2025-01-02,20.75,81.75,0.0
2025-01-02,20.75,82.0,0.0
2025-01-02,20.75,82.25,0.0
2025-01-02,20.75,82.5,0.0
2025-01-02,20.75,82.75,0.0
2025-01-02,20.75,83.0,0.0
2025-01-02,20.75,83.25,0.0
2025-01-02,20.75,83.5,0.0
2025-01-02,20.75,83.75,0.0
2025-01-02,20.75,84.0,0.0
2025-01-02,20.75,84.25,0.0
2025-01-02,21.0,80.25,0.0
2025-01-02,21.0,80.5,0.0
2025-01-02,21.0,80.75,0.0
2025-01-02,21.0,81.0,0.0
2025-01-02,21.0,81.25,0.0
2025-01-02,21.0,81.5,0.0
2025-01-02,21.0,81.75,0.0
2025-01-02,21.0,82.0,0.0
2025-01-02,21.0,82.25,0.0
2025-01-02,21.0,82.5,0.0
2025-01-02,21.0,82.75,0.0
2025-01-02,21.0,83.0,0.0
2025-01-02,21.0,83.25,0.0
2025-01-02,21.0,83.5,0.0
2025-01-02,21.0,83.75,0.0
2025-01-02,21.0,84.0,0.0
2025-01-02,21.0,84.25,0.0
2025-01-02,21.25,80.25,0.0
2025-01-02,21.25,80.5,0.0
2025-01-02,21.25,80.75,0.0
2025-01-02,21.25,81.0,0.0
2025-01-02,21.25,81.25,0.0
2025-01-02,21.25,81.5,0.0
2025-01-02,21.25,81.75,0.0
2025-01-02,21.25,82.0,0.0
2025-01-02,21.25,82.25,0.0
2025-01-02,21.25,82.5,0.0
2025-01-02,21.25,82.75,0.0
2025-01-02,21.25,83.0,0.0
2025-01-02,21.25,83.25,0.0
2025-01-02,21.25,83.5,0.0
2025-01-02,21.25,83.75,0.0
2025-01-02,21.25,84.0,0.0
2025-01-02,21.25,84.25,0.0
2025-01-02,21.5,80.25,0.0
2025-01-02,21.5,80.5,0.0
2025-01-02,21.5,80.75,0.0
2025-01-02,21.5,81.0,0.0
2025-01-02,21.5,81.25,0.0
2025-01-02,21.5,81.5,0.0
2025-01-02,21.5,81.75,0.0
2025-01-02,21.5,82.0,0.0
2025-01-02,21.5,82.25,0.0
2025-01-02,21.5,82.5,0.0
2025-01-02,21.5,82.75,0.0
2025-01-02,21.5,83.0,0.0
2025-01-02,21.5,83.25,0.0
2025-01-02,21.5,83.5,0.0
2025-01-02,21.5,83.75,0.0
2025-01-02,21.5,84.0,0.0
2025-01-02,21.5,84.25,0.0
2025-01-02,21.75,80.25,0.0
2025-01-02,21.75,80.5,0.0
2025-01-02,21.75,80.75,0.0
2025-01-02,21.75,81.0,0.0
2025-01-02,21.75,81.25,0.0
2025-01-02,21.75,81.5,0.0
2025-01-02,21.75,81.75,0.0
2025-01-02,21.75,82.0,0.0
2025-01-02,21.75,82.25,0.0
2025-01-02,21.75,82.5,0.0
2025-01-02,21.75,82.75,0.0
2025-01-02,21.75,83.0,0.0
2025-01-02,21.75,83.25,0.0
2025-01-02,21.75,83.5,0.0
2025-01-02,21.75,83.75,0.0
2025-01-02,21.75,84.0,0.0
2025-01-02,21.75,84.25,0.0
2025-01-02,22.0,80.25,0.0
2025-01-02,22.0,80.5,0.0
2025-01-02,22.0,80.75,0.0
2025-01-02,22.0,81.0,0.0
2025-01-02,22.0,81.25,0.0
2025-01-02,22.0,81.5,0.0
2025-01-02,22.0,81.75,0.0
2025-01-02,22.0,82.0,0.0
2025-01-02,22.0,82.25,0.0
2025-01-02,22.0,82.5,0.0
2025-01-02,22.0,82.75,0.0
2025-01-02,22.0,83.0,0.0
2025-01-02,22.0,83.25,0.0
2025-01-02,22.0,83.5,0.0
2025-01-02,22.0,83.75,0.0
2025-01-02,22.0,84.0,0.0
2025-01-02,22.0,84.25,0.0
2025-01-02,22.25,80.25,0.0
2025-01-02,22.25,80.5,0.0
2025-01-02,22.25,80.75,0.0
2025-01-02,22.25,81.0,0.0
2025-01-02,22.25,81.25,0.0
2025-01-02,22.25,81.5,0.0
2025-01-02,22.25,81.75,0.0
2025-01-02,22.25,82.0,0.0
2025-01-02,22.25,82.25,0.0
2025-01-02,22.25,82.5,0.0
2025-01-02,22.25,82.75,0.0
2025-01-02,22.25,83.0,0.0
2025-01-02,22.25,83.25,0.0
2025-01-02,22.25,83.5,0.0
2025-01-02,22.25,83.75,0.0
2025-01-02,22.25,84.0,0.0
2025-01-02,22.25,84.25,0.0
2025-01-02,22.5,80.25,0.0
2025-01-02,22.5,80.5,0.0
2025-01-02,22.5,80.75,0.0
2025-01-02,22.5,81.0,0.0
2025-01-02,22.5,81.25,0.0
2025-01-02,22.5,81.5,0.0
2025-01-02,22.5,81.75,0.0
2025-01-02,22.5,82.0,0.0
2025-01-02,22.5,82.25,0.0
2025-01-02,22.5,82.5,0.0
2025-01-02,22.5,82.75,0.0
2025-01-02,22.5,83.0,0.0
2025-01-02,22.5,83.25,0.0
2025-01-02,22.5,83.5,0.0
2025-01-02,22.5,83.75,0.0
