time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,wind_gusts_10m_max,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,uv_index_max,district_id,district_name,latitude,longitude
2020-02-04,63,14.8,20.6,10.7,14.3,12.6,78,6.0,8.3,24.5,952.0,50,9.78,1.88,,surajpur,Surajpur,23.21,82.86
2020-02-05,3,15.8,21.6,11.9,15.9,0.0,81,5.3,7.7,18.7,951.7,44,16.79,2.87,,surajpur,Surajpur,23.21,82.86
2020-02-06,3,16.1,21.1,11.1,15.3,0.0,68,5.7,8.3,20.2,952.4,38,15.71,2.85,,surajpur,Surajpur,23.21,82.86
2020-02-07,51,14.7,18.7,11.5,14.1,1.4,76,5.8,8.2,19.8,952.8,55,9.48,1.81,,surajpur,Surajpur,23.21,82.86
2020-02-08,3,15.7,20.7,12.8,14.4,0.0,68,9.1,14.0,30.6,954.8,53,15.71,3.01,,surajpur,Surajpur,23.21,82.86
2020-02-09,0,14.3,21.1,9.1,12.7,0.0,62,7.2,10.2,20.9,956.0,0,20.62,3.64,,surajpur,Surajpur,23.21,82.86
2020-02-10,0,15.1,22.8,8.4,13.8,0.0,61,5.3,8.7,16.9,954.8,0,20.83,3.55,,surajpur,Surajpur,23.21,82.86
2020-02-11,0,15.7,23.5,8.8,14.6,0.0,63,5.7,8.9,18.0,954.7,0,20.71,3.69,,surajpur,Surajpur,23.21,82.86
2020-02-12,1,16.4,24.7,9.4,15.5,0.0,63,5.9,8.5,20.9,954.7,8,20.87,3.82,,surajpur,Surajpur,23.21,82.86
2020-02-13,1,18.2,27.6,11.1,17.1,0.0,59,8.1,12.7,28.8,952.2,2,20.61,4.3,,surajpur,Surajpur,23.21,82.86
2020-02-14,1,19.3,28.5,12.0,17.7,0.0,56,11.5,17.4,37.4,949.5,5,20.87,4.78,,surajpur,Surajpur,23.21,82.86
2020-02-15,1,18.8,27.0,13.5,17.8,0.0,57,7.5,9.2,24.5,950.7,2,21.27,4.36,,surajpur,Surajpur,23.21,82.86
2020-02-16,0,18.1,26.3,10.9,17.2,0.0,57,5.8,8.7,19.1,952.6,1,21.45,4.15,,surajpur,Surajpur,23.21,82.86
2020-02-17,0,18.3,27.9,10.7,16.8,0.0,54,7.5,9.8,23.0,953.4,0,21.87,4.46,,surajpur,Surajpur,23.21,82.86
2020-02-18,0,18.2,27.3,11.2,17.0,0.0,51,5.6,8.1,21.2,952.2,0,22.04,4.41,,surajpur,Surajpur,23.21,82.86
2020-02-19,3,19.7,28.0,12.3,18.6,0.0,48,5.8,9.5,20.2,952.2,37,21.66,4.54,,surajpur,Surajpur,23.21,82.86
2020-02-20,3,19.8,28.2,12.5,18.9,0.0,56,7.5,13.1,31.3,951.9,53,20.28,4.37,,surajpur,Surajpur,23.21,82.86
2020-02-21,53,20.7,28.3,12.7,20.8,1.2,65,9.2,18.1,40.3,953.8,28,18.34,3.96,,surajpur,Surajpur,23.21,82.86
2020-02-22,53,20.8,26.5,15.4,21.6,1.4,73,7.9,14.0,33.1,955.1,44,16.83,3.51,,surajpur,Surajpur,23.21,82.86
2020-02-23,61,20.4,27.2,16.1,21.4,4.6,76,7.4,12.8,32.0,953.8,40,16.3,3.35,,surajpur,Surajpur,23.21,82.86
2020-02-24,55,19.1,23.4,15.9,19.8,4.3,85,11.1,16.9,34.2,951.0,52,17.07,2.98,,surajpur,Surajpur,23.21,82.86
2020-02-25,55,18.0,22.9,15.3,18.9,9.5,85,6.6,9.5,28.4,949.9,51,16.29,2.85,,surajpur,Surajpur,23.21,82.86
2020-02-26,3,17.9,24.9,12.1,17.7,0.0,70,6.7,14.3,28.1,951.3,44,20.39,3.98,,surajpur,Surajpur,23.21,82.86
2020-02-27,2,18.4,25.3,13.1,18.2,0.0,66,6.0,8.4,20.9,952.1,15,22.51,4.31,,surajpur,Surajpur,23.21,82.86
2020-02-28,3,19.3,26.7,12.8,19.3,0.0,65,5.7,8.6,18.4,951.1,35,21.63,4.24,,surajpur,Surajpur,23.21,82.86
2020-02-29,3,20.7,28.0,13.7,21.2,0.0,62,5.1,7.8,21.6,949.9,17,21.53,4.28,,surajpur,Surajpur,23.21,82.86
2020-03-01,53,20.8,28.1,14.5,21.6,0.9,67,6.3,8.4,21.2,950.3,14,21.36,4.29,,surajpur,Surajpur,23.21,82.86
2020-03-02,55,21.2,28.0,16.3,22.1,3.2,70,6.4,14.2,34.9,950.2,49,18.7,3.84,,surajpur,Surajpur,23.21,82.86
2020-03-03,51,20.7,27.3,15.8,22.2,0.4,78,6.0,11.0,30.2,948.6,20,17.82,3.5,,surajpur,Surajpur,23.21,82.86
2020-03-04,51,21.4,29.4,16.2,22.4,0.4,71,7.1,12.5,34.9,948.3,10,19.93,4.1,,surajpur,Surajpur,23.21,82.86
2020-03-05,53,20.4,27.2,15.4,21.5,1.9,76,7.4,12.5,32.4,947.9,26,19.67,3.86,,surajpur,Surajpur,23.21,82.86
2020-03-06,55,21.1,26.6,15.6,22.1,2.2,78,10.4,17.0,36.7,948.5,56,17.31,3.49,,surajpur,Surajpur,23.21,82.86
2020-03-07,51,21.7,27.4,18.2,23.0,0.5,75,7.9,14.9,30.2,950.6,51,17.65,3.59,,surajpur,Surajpur,23.21,82.86
2020-03-08,51,21.6,28.1,17.5,22.1,0.1,66,8.3,12.2,27.7,951.6,13,22.03,4.59,,surajpur,Surajpur,23.21,82.86
2020-03-09,0,20.0,27.4,13.8,19.4,0.0,58,7.9,12.3,29.5,950.3,1,24.13,4.97,,surajpur,Surajpur,23.21,82.86
2020-03-10,3,18.5,22.5,14.6,17.9,0.0,60,5.3,8.0,16.2,949.7,45,10.95,2.51,,surajpur,Surajpur,23.21,82.86
2020-03-11,61,19.7,25.7,14.9,20.6,6.2,78,8.2,13.5,39.2,949.1,44,17.12,3.21,,surajpur,Surajpur,23.21,82.86
2020-03-12,61,22.8,28.5,18.3,25.2,5.1,79,7.1,12.0,31.7,951.4,39,19.46,3.78,,surajpur,Surajpur,23.21,82.86
2020-03-13,61,22.1,27.2,18.6,24.2,7.4,82,8.6,14.8,42.1,951.9,67,17.67,3.44,,surajpur,Surajpur,23.21,82.86
2020-03-14,63,19.5,22.8,17.1,21.3,19.8,90,7.1,14.1,39.2,951.5,76,10.65,1.99,,surajpur,Surajpur,23.21,82.86
2020-03-15,51,21.0,26.1,15.9,23.0,0.1,80,5.3,7.7,25.6,951.7,60,19.07,3.66,,surajpur,Surajpur,23.21,82.86
2020-03-16,3,22.1,27.9,17.5,23.7,0.0,73,7.2,9.8,24.5,952.4,49,21.56,4.34,,surajpur,Surajpur,23.21,82.86
2020-03-17,2,22.2,28.7,16.9,23.7,0.0,68,6.2,8.1,22.0,953.2,12,24.36,4.87,,surajpur,Surajpur,23.21,82.86
2020-03-18,3,22.1,29.0,15.9,23.1,0.0,65,6.5,9.8,25.2,952.2,53,23.38,4.83,,surajpur,Surajpur,23.21,82.86
2020-03-19,61,21.0,25.9,17.5,21.6,2.0,68,6.9,13.4,31.7,950.4,68,14.58,3.13,,surajpur,Surajpur,23.21,82.86
2020-03-20,3,22.5,29.7,15.5,23.1,0.0,59,6.1,10.2,24.5,950.1,50,23.91,5.14,,surajpur,Surajpur,23.21,82.86
2020-03-21,63,21.9,27.1,18.0,22.9,4.5,68,6.9,12.5,37.1,949.5,51,20.22,4.17,,surajpur,Surajpur,23.21,82.86
2020-03-22,1,22.3,29.9,15.9,23.7,0.0,66,4.6,7.6,22.0,950.3,12,23.41,4.72,,surajpur,Surajpur,23.21,82.86
2020-03-23,51,23.7,30.4,17.7,24.5,0.2,57,6.1,9.4,20.9,950.2,14,21.61,4.82,,surajpur,Surajpur,23.21,82.86
2020-03-24,1,24.7,31.4,18.7,26.5,0.0,62,4.4,7.6,20.9,949.0,15,21.17,4.51,,surajpur,Surajpur,23.21,82.86
2020-03-25,2,25.8,32.9,18.8,27.0,0.0,55,5.8,10.4,27.0,949.0,17,23.78,5.39,,surajpur,Surajpur,23.21,82.86
2020-03-26,3,26.0,32.7,18.4,27.5,0.0,56,5.5,10.0,24.8,950.0,31,23.13,5.15,,surajpur,Surajpur,23.21,82.86
2020-03-27,51,26.2,32.4,21.1,27.9,0.4,59,7.5,14.4,34.6,951.0,32,21.69,5.18,,surajpur,Surajpur,23.21,82.86
2020-03-28,2,25.8,31.3,20.4,27.8,0.0,62,7.7,11.3,32.4,950.9,18,23.32,5.21,,surajpur,Surajpur,23.21,82.86
2020-03-29,2,25.8,33.1,19.7,26.9,0.0,56,8.4,13.5,33.5,949.7,13,25.03,5.9,,surajpur,Surajpur,23.21,82.86
2020-03-30,3,26.1,32.6,20.3,26.6,0.0,49,8.2,14.9,36.0,950.1,37,25.23,6.06,,surajpur,Surajpur,23.21,82.86
2020-03-31,1,26.9,34.4,20.4,27.8,0.0,48,6.6,13.0,33.1,949.8,7,25.42,6.0,,surajpur,Surajpur,23.21,82.86
2020-04-01,1,28.2,35.9,21.1,28.9,0.0,45,6.6,13.0,31.7,948.4,6,24.89,6.13,,surajpur,Surajpur,23.21,82.86
2020-04-02,1,28.4,36.2,21.1,28.8,0.0,44,8.4,17.7,39.2,947.5,6,24.4,6.48,,surajpur,Surajpur,23.21,82.86
2020-04-03,0,27.0,34.0,21.2,26.9,0.0,41,8.3,14.3,33.8,949.7,3,25.19,6.22,,surajpur,Surajpur,23.21,82.86
2020-04-04,3,26.9,34.0,20.2,27.1,0.0,44,6.7,14.3,34.2,950.3,16,22.89,5.71,,surajpur,Surajpur,23.21,82.86
2020-04-05,0,27.5,35.2,21.5,28.0,0.0,43,5.2,9.0,24.5,951.2,1,26.45,6.14,,surajpur,Surajpur,23.21,82.86
2020-04-06,2,28.3,36.9,20.4,27.8,0.0,33,5.5,11.6,29.2,950.2,16,25.39,6.16,,surajpur,Surajpur,23.21,82.86
2020-04-07,61,27.7,36.1,22.3,28.8,2.3,50,7.8,14.3,36.4,948.2,17,22.82,5.86,,surajpur,Surajpur,23.21,82.86
2020-04-08,51,26.5,34.7,20.8,28.3,0.9,59,6.6,14.2,28.4,948.8,23,22.05,5.2,,surajpur,Surajpur,23.21,82.86
2020-04-09,53,26.9,33.9,19.4,28.3,0.5,53,7.1,10.6,23.4,949.1,15,25.01,5.86,,surajpur,Surajpur,23.21,82.86
2020-04-10,2,27.4,36.0,19.1,27.7,0.0,43,6.4,11.9,30.2,949.9,16,26.22,6.37,,surajpur,Surajpur,23.21,82.86
2020-04-11,2,28.0,36.3,18.8,28.2,0.0,39,5.7,8.1,23.8,951.3,9,26.18,6.31,,surajpur,Surajpur,23.21,82.86
2020-04-12,3,29.1,38.3,20.9,28.4,0.0,36,10.6,16.1,38.9,949.1,15,25.41,7.37,,surajpur,Surajpur,23.21,82.86
2020-04-13,0,29.6,38.1,21.1,30.0,0.0,38,6.2,13.0,32.4,947.9,1,27.06,6.68,,surajpur,Surajpur,23.21,82.86
2020-04-14,2,30.5,38.3,22.9,31.1,0.0,37,5.6,9.4,21.2,948.6,21,24.58,6.23,,surajpur,Surajpur,23.21,82.86
2020-04-15,2,30.6,38.5,24.0,31.2,0.0,37,6.7,10.1,29.9,949.5,28,24.37,6.46,,surajpur,Surajpur,23.21,82.86
2020-04-16,2,31.0,38.4,24.8,31.2,0.0,37,9.6,18.1,36.4,947.0,37,24.5,7.13,,surajpur,Surajpur,23.21,82.86
2020-04-17,3,31.9,39.4,24.6,32.6,0.0,35,7.0,10.4,28.4,946.2,46,24.89,6.74,,surajpur,Surajpur,23.21,82.86
2020-04-18,61,29.9,35.6,25.3,30.9,1.9,42,7.4,16.4,31.7,947.9,27,23.98,6.24,,surajpur,Surajpur,23.21,82.86
2020-04-19,51,29.0,34.7,22.5,29.5,0.4,46,11.6,23.3,47.2,948.2,49,22.5,6.45,,surajpur,Surajpur,23.21,82.86
2020-04-20,51,29.4,37.0,22.7,30.9,0.4,48,7.7,12.0,29.5,947.8,70,23.39,6.17,,surajpur,Surajpur,23.21,82.86
2020-04-21,55,27.3,32.6,22.0,28.6,2.5,56,10.9,17.1,42.8,947.0,27,22.78,5.84,,surajpur,Surajpur,23.21,82.86
2020-04-22,3,27.3,33.2,21.4,29.5,0.0,60,6.1,8.7,28.4,947.6,25,22.27,5.12,,surajpur,Surajpur,23.21,82.86
2020-04-23,3,27.9,33.8,22.3,29.6,0.0,53,7.0,11.9,31.3,946.9,36,22.51,5.55,,surajpur,Surajpur,23.21,82.86
2020-04-24,61,27.1,32.7,23.0,29.9,2.5,63,7.1,11.9,33.5,945.9,20,22.99,5.27,,surajpur,Surajpur,23.21,82.86
2020-04-25,55,26.9,33.7,21.8,29.8,1.9,67,8.0,13.7,29.5,946.3,39,22.45,5.22,,surajpur,Surajpur,23.21,82.86
2020-04-26,61,25.5,30.7,20.3,28.4,6.3,71,7.2,15.2,37.8,948.0,44,21.83,4.81,,surajpur,Surajpur,23.21,82.86
2020-04-27,63,24.3,29.3,20.2,27.4,12.5,76,6.1,8.2,27.7,949.6,34,20.41,4.25,,surajpur,Surajpur,23.21,82.86
2020-04-28,51,25.9,31.7,20.3,28.5,0.3,67,6.6,10.0,26.3,949.1,17,23.14,5.22,,surajpur,Surajpur,23.21,82.86
2020-04-29,53,26.3,32.2,20.7,28.9,1.4,66,6.6,9.8,29.9,947.9,18,22.46,5.03,,surajpur,Surajpur,23.21,82.86
2020-04-30,2,28.0,34.8,21.2,30.5,0.0,57,5.9,10.0,25.2,948.4,15,25.04,5.86,,surajpur,Surajpur,23.21,82.86
2020-05-01,51,28.6,34.8,23.4,30.5,0.2,51,6.9,10.5,26.3,947.3,11,25.47,6.3,,surajpur,Surajpur,23.21,82.86
2020-05-02,1,29.0,36.6,22.3,30.5,0.0,54,10.5,13.5,31.0,946.1,18,23.22,6.32,,surajpur,Surajpur,23.21,82.86
2020-05-03,2,30.0,36.9,22.4,32.9,0.0,55,6.5,9.9,23.4,946.1,11,24.99,6.16,,surajpur,Surajpur,23.21,82.86
2020-05-04,63,27.8,34.7,24.5,31.1,12.6,66,8.2,13.1,30.2,946.8,29,23.02,5.46,,surajpur,Surajpur,23.21,82.86
2020-05-05,61,26.6,31.8,22.1,30.2,3.0,71,6.4,10.5,28.1,946.6,14,22.61,4.98,,surajpur,Surajpur,23.21,82.86
2020-05-06,51,27.0,34.7,20.9,29.6,0.2,60,5.4,7.7,23.4,947.1,16,25.4,5.71,,surajpur,Surajpur,23.21,82.86
2020-05-07,3,27.8,34.1,21.8,29.2,0.0,53,8.7,15.6,34.6,947.5,26,24.08,5.94,,surajpur,Surajpur,23.21,82.86
2020-05-08,1,28.7,35.8,22.3,30.7,0.0,54,8.7,14.5,33.1,946.7,13,24.94,6.25,,surajpur,Surajpur,23.21,82.86
2020-05-09,63,28.9,36.0,21.9,31.5,2.9,58,8.8,13.0,31.3,947.2,7,25.18,6.2,,surajpur,Surajpur,23.21,82.86
2020-05-10,63,28.7,35.1,23.1,31.0,3.1,53,6.2,14.5,27.0,947.2,24,24.99,5.96,,surajpur,Surajpur,23.21,82.86
2020-05-11,3,27.7,34.5,20.9,29.8,0.0,52,3.8,7.1,20.5,948.4,29,25.37,5.64,,surajpur,Surajpur,23.21,82.86
2020-05-12,63,27.9,34.0,23.0,30.1,5.1,57,7.7,13.6,35.6,947.6,21,22.8,5.54,,surajpur,Surajpur,23.21,82.86
2020-05-13,1,29.3,36.0,22.3,31.9,0.0,55,5.9,12.4,31.0,946.5,18,23.59,5.67,,surajpur,Surajpur,23.21,82.86
2020-05-14,2,30.4,37.1,24.5,33.2,0.0,49,4.4,7.3,20.9,946.0,14,24.53,5.82,,surajpur,Surajpur,23.21,82.86
2020-05-15,2,30.8,38.3,24.2,33.3,0.0,50,6.5,13.7,23.0,945.1,19,24.86,6.41,,surajpur,Surajpur,23.21,82.86
2020-05-16,1,30.9,37.2,24.9,33.8,0.0,50,5.1,7.9,22.0,944.6,18,24.91,6.08,,surajpur,Surajpur,23.21,82.86
2020-05-17,2,31.6,37.9,25.7,34.0,0.0,45,5.7,10.6,23.8,944.4,19,25.96,6.5,,surajpur,Surajpur,23.21,82.86
2020-05-18,3,31.1,37.4,25.8,32.9,0.0,44,6.2,13.3,29.9,942.5,53,23.23,6.15,,surajpur,Surajpur,23.21,82.86
2020-05-19,3,30.8,36.5,25.3,30.9,0.0,40,12.7,21.8,45.7,941.2,97,25.44,7.82,,surajpur,Surajpur,23.21,82.86
2020-05-20,3,30.7,37.0,24.4,30.5,0.0,40,15.1,28.9,58.3,939.3,100,26.39,8.43,,surajpur,Surajpur,23.21,82.86
2020-05-21,3,29.8,37.4,22.7,31.4,0.0,49,8.6,14.8,33.5,941.3,94,26.96,7.04,,surajpur,Surajpur,23.21,82.86
2020-05-22,3,31.8,40.8,22.9,32.7,0.0,41,8.7,13.6,29.9,942.3,32,28.47,7.54,,surajpur,Surajpur,23.21,82.86
2020-05-23,2,33.9,42.0,25.7,34.2,0.0,29,7.9,9.7,27.4,943.0,6,28.16,7.95,,surajpur,Surajpur,23.21,82.86
2020-05-24,2,35.1,42.3,28.7,36.1,0.0,32,8.3,12.1,30.6,943.4,22,25.39,7.68,,surajpur,Surajpur,23.21,82.86
2020-05-25,2,35.4,43.5,28.2,36.0,0.0,32,9.9,17.4,38.2,943.6,45,24.4,8.03,,surajpur,Surajpur,23.21,82.86
2020-05-26,1,34.8,42.5,27.4,35.2,0.0,32,10.5,15.0,33.5,943.2,17,24.39,8.05,,surajpur,Surajpur,23.21,82.86
2020-05-27,1,34.7,42.5,28.0,34.8,0.0,30,11.3,18.1,39.2,942.1,14,26.58,8.68,,surajpur,Surajpur,23.21,82.86
2020-05-28,3,32.9,39.9,27.6,33.8,0.0,37,10.6,15.9,41.0,941.8,34,24.07,7.51,,surajpur,Surajpur,23.21,82.86
2020-05-29,51,30.8,37.3,25.2,34.3,0.4,59,9.3,15.3,32.8,943.7,24,24.65,6.3,,surajpur,Surajpur,23.21,82.86
2020-05-30,51,30.0,37.3,24.7,32.7,0.3,59,11.7,24.1,42.1,945.1,21,24.47,6.35,,surajpur,Surajpur,23.21,82.86
2020-05-31,51,29.7,36.9,24.7,32.0,0.3,55,10.4,15.9,38.2,946.2,14,23.21,6.37,,surajpur,Surajpur,23.21,82.86
2020-06-01,53,28.7,35.2,24.1,31.7,1.4,64,11.1,16.8,38.5,947.1,40,22.27,5.75,,surajpur,Surajpur,23.21,82.86
2020-06-02,51,26.9,30.0,24.1,30.1,0.3,71,8.4,11.3,30.6,946.7,82,12.29,3.26,,surajpur,Surajpur,23.21,82.86
2020-06-03,53,26.9,30.9,24.2,30.4,1.9,74,8.4,12.1,27.4,945.8,84,11.18,2.92,,surajpur,Surajpur,23.21,82.86
2020-06-04,63,26.5,30.9,23.9,31.1,10.3,81,6.7,15.8,44.6,943.6,88,14.89,3.35,,surajpur,Surajpur,23.21,82.86
2020-06-05,3,25.8,27.9,24.0,28.3,0.0,79,15.9,24.1,47.5,942.4,56,13.82,3.41,,surajpur,Surajpur,23.21,82.86
2020-06-06,51,27.6,33.0,22.4,31.9,1.1,74,7.1,11.9,36.4,943.4,42,21.55,4.8,,surajpur,Surajpur,23.21,82.86
2020-06-07,53,28.7,33.7,24.4,33.5,2.5,73,5.6,11.4,28.1,942.8,35,20.77,4.71,,surajpur,Surajpur,23.21,82.86
2020-06-08,63,28.8,34.4,24.6,33.9,7.4,72,4.6,8.4,26.3,942.7,37,23.91,5.25,,surajpur,Surajpur,23.21,82.86
2020-06-09,3,30.0,35.8,24.8,34.7,0.0,65,4.4,6.4,25.6,942.6,40,22.94,5.33,,surajpur,Surajpur,23.21,82.86
2020-06-10,3,30.9,36.0,25.8,35.1,0.0,60,6.2,9.9,22.3,941.7,57,21.78,5.51,,surajpur,Surajpur,23.21,82.86
2020-06-11,61,29.7,36.0,26.2,34.9,2.9,72,6.4,12.3,31.7,939.9,93,18.95,4.59,,surajpur,Surajpur,23.21,82.86
2020-06-12,61,29.0,34.4,25.9,34.8,6.0,77,4.7,11.1,28.4,938.7,87,17.64,4.02,,surajpur,Surajpur,23.21,82.86
2020-06-13,61,28.0,31.3,25.4,33.7,4.7,81,3.8,7.3,19.1,939.1,99,12.06,2.78,,surajpur,Surajpur,23.21,82.86
2020-06-14,63,26.6,29.8,25.2,32.5,34.6,89,4.0,7.4,20.5,940.4,99,8.01,1.83,,surajpur,Surajpur,23.21,82.86
2020-06-15,61,26.5,29.7,24.6,32.1,14.7,88,4.3,7.8,20.5,939.7,99,10.74,2.33,,surajpur,Surajpur,23.21,82.86
2020-06-16,63,26.2,29.2,24.3,31.8,23.8,90,4.3,7.4,16.2,938.1,100,6.32,1.53,,surajpur,Surajpur,23.21,82.86
2020-06-17,63,26.0,30.2,23.5,30.9,40.2,90,9.2,12.4,36.0,937.9,99,10.33,2.29,,surajpur,Surajpur,23.21,82.86
2020-06-18,61,25.8,27.6,24.1,30.2,13.1,89,11.0,15.8,38.9,939.2,98,10.41,2.3,,surajpur,Surajpur,23.21,82.86
2020-06-19,63,25.2,26.9,23.9,29.9,60.4,91,8.5,16.2,48.2,940.1,99,3.71,1.04,,surajpur,Surajpur,23.21,82.86
2020-06-20,63,25.3,28.5,23.6,29.9,22.2,90,8.9,13.4,36.7,939.9,99,4.24,1.25,,surajpur,Surajpur,23.21,82.86
2020-06-21,65,25.7,29.3,23.6,30.2,98.2,91,11.8,15.4,39.6,938.5,96,13.3,2.85,,surajpur,Surajpur,23.21,82.86
2020-06-22,63,26.0,29.1,24.0,31.2,28.8,90,7.0,10.1,28.8,938.0,94,11.24,2.45,,surajpur,Surajpur,23.21,82.86
2020-06-23,61,25.3,28.6,23.5,30.6,6.4,93,6.1,10.1,19.1,940.8,92,7.09,1.62,,surajpur,Surajpur,23.21,82.86
2020-06-24,51,27.1,30.9,24.1,32.1,0.8,87,10.0,12.2,27.0,943.7,69,14.0,3.12,,surajpur,Surajpur,23.21,82.86
2020-06-25,55,27.9,32.8,25.7,32.7,3.1,81,11.0,20.2,43.2,943.2,98,18.96,4.24,,surajpur,Surajpur,23.21,82.86
2020-06-26,61,25.7,28.4,24.1,30.1,9.3,90,12.0,15.5,37.1,942.5,100,10.38,2.26,,surajpur,Surajpur,23.21,82.86
2020-06-27,63,26.8,30.8,23.7,31.5,11.7,87,10.9,15.0,40.0,942.3,92,14.88,3.26,,surajpur,Surajpur,23.21,82.86
2020-06-28,63,27.3,31.1,25.1,32.3,11.5,85,9.7,12.4,32.0,942.3,75,18.75,4.09,,surajpur,Surajpur,23.21,82.86
2020-06-29,63,26.1,28.9,23.6,30.7,8.4,85,7.9,12.3,30.2,942.5,90,13.19,2.82,,surajpur,Surajpur,23.21,82.86
2020-06-30,53,27.3,30.6,24.7,32.4,0.8,81,5.8,8.5,23.0,942.5,78,16.46,3.62,,surajpur,Surajpur,23.21,82.86
2020-07-01,51,28.0,31.5,24.6,33.1,0.9,82,9.5,14.3,25.6,941.6,63,18.18,4.07,,surajpur,Surajpur,23.21,82.86
2020-07-02,55,28.0,32.3,24.9,33.7,2.4,83,7.3,10.8,26.6,939.8,96,19.22,4.17,,surajpur,Surajpur,23.21,82.86
2020-07-03,63,28.0,33.1,25.3,33.9,10.2,84,6.6,9.4,19.4,939.8,100,14.61,3.33,,surajpur,Surajpur,23.21,82.86
2020-07-04,61,27.8,31.5,25.3,33.7,5.4,85,5.5,8.2,24.8,939.2,100,15.84,3.49,,surajpur,Surajpur,23.21,82.86
2020-07-05,63,27.4,32.0,24.6,33.5,21.1,85,3.3,8.0,19.4,938.0,98,15.12,3.31,,surajpur,Surajpur,23.21,82.86
2020-07-06,63,26.3,30.1,24.8,32.1,20.5,90,4.0,7.0,19.4,937.7,100,5.41,1.35,,surajpur,Surajpur,23.21,82.86
2020-07-07,63,26.3,28.8,24.5,31.7,25.4,91,7.8,12.8,32.4,941.4,99,11.89,2.53,,surajpur,Surajpur,23.21,82.86
2020-07-08,61,27.9,31.4,25.4,33.3,4.4,84,9.3,12.9,30.2,943.5,97,16.25,3.68,,surajpur,Surajpur,23.21,82.86
2020-07-09,61,26.6,29.1,24.9,31.6,4.4,88,9.5,12.2,31.0,941.6,100,12.46,2.77,,surajpur,Surajpur,23.21,82.86
2020-07-10,63,26.4,30.4,24.5,31.2,19.2,89,11.3,14.8,36.4,941.1,99,11.13,2.49,,surajpur,Surajpur,23.21,82.86
2020-07-11,63,26.5,30.3,24.6,31.2,14.0,88,11.3,15.1,38.9,941.0,99,11.55,2.67,,surajpur,Surajpur,23.21,82.86
2020-07-12,63,26.6,29.6,24.0,31.2,9.2,87,11.1,14.1,36.0,941.5,98,14.97,3.28,,surajpur,Surajpur,23.21,82.86
2020-07-13,55,27.4,31.1,24.4,32.7,2.4,84,7.6,11.3,25.9,941.0,95,17.54,3.77,,surajpur,Surajpur,23.21,82.86
2020-07-14,53,26.6,29.2,24.3,32.0,2.4,87,5.7,8.2,20.9,941.2,98,12.24,2.66,,surajpur,Surajpur,23.21,82.86
2020-07-15,61,27.2,30.3,24.9,33.2,12.1,87,4.1,7.2,19.8,940.4,86,11.32,2.53,,surajpur,Surajpur,23.21,82.86
2020-07-16,51,27.7,31.0,24.7,33.5,0.8,83,6.2,11.4,26.3,939.9,52,20.03,4.2,,surajpur,Surajpur,23.21,82.86
2020-07-17,51,28.2,31.3,25.1,33.9,0.8,81,6.8,10.5,24.5,941.1,63,19.23,4.23,,surajpur,Surajpur,23.21,82.86
2020-07-18,63,28.2,31.6,25.1,33.7,5.0,82,8.0,11.3,24.5,942.9,94,17.66,3.96,,surajpur,Surajpur,23.21,82.86
2020-07-19,63,27.4,31.5,25.9,32.5,6.3,85,9.7,12.8,30.2,942.7,100,15.11,3.43,,surajpur,Surajpur,23.21,82.86
2020-07-20,63,26.2,28.3,25.0,31.0,13.2,91,10.8,14.1,31.0,941.8,100,9.79,2.16,,surajpur,Surajpur,23.21,82.86
2020-07-21,63,25.5,27.4,24.2,30.2,22.0,93,10.7,14.8,32.8,943.6,99,8.36,1.84,,surajpur,Surajpur,23.21,82.86
2020-07-22,61,27.0,30.3,23.5,31.8,7.8,86,9.5,13.8,31.7,943.7,99,12.24,2.81,,surajpur,Surajpur,23.21,82.86
2020-07-23,63,25.6,28.6,23.8,30.7,29.5,90,6.1,9.2,24.1,942.9,88,10.87,2.33,,surajpur,Surajpur,23.21,82.86
2020-07-24,51,26.3,30.1,23.7,31.4,0.2,87,6.3,8.7,22.3,944.7,100,9.49,2.2,,surajpur,Surajpur,23.21,82.86
2020-07-25,53,27.0,30.7,24.5,32.2,3.5,84,6.5,8.3,23.8,946.4,71,16.9,3.62,,surajpur,Surajpur,23.21,82.86
2020-07-26,61,27.6,31.5,24.4,33.3,3.1,84,6.3,8.5,23.0,946.4,66,18.44,3.91,,surajpur,Surajpur,23.21,82.86
2020-07-27,63,27.8,32.2,25.1,33.4,3.9,83,6.3,11.2,25.9,944.8,95,18.38,4.0,,surajpur,Surajpur,23.21,82.86
2020-07-28,63,26.6,30.0,24.4,32.3,13.7,88,5.4,8.2,23.4,943.4,93,14.38,3.05,,surajpur,Surajpur,23.21,82.86
2020-07-29,63,27.0,30.1,24.6,32.4,4.0,86,7.0,11.0,26.3,943.3,97,15.73,3.42,,surajpur,Surajpur,23.21,82.86
2020-07-30,53,27.3,30.5,24.7,32.7,2.9,85,6.6,11.8,25.9,944.2,99,15.51,3.36,,surajpur,Surajpur,23.21,82.86
2020-07-31,61,27.5,31.5,25.3,33.3,4.0,85,6.2,10.0,25.6,943.6,94,16.23,3.51,,surajpur,Surajpur,23.21,82.86
