time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,wind_gusts_10m_max,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,uv_index_max,district_id,district_name,latitude,longitude
2016-09-13,55,26.5,30.0,24.3,31.7,5.7,88,8.3,13.6,25.9,968.8,98,10.36,2.29,,balod,Balod,20.73,81.2
2016-09-14,63,26.9,29.5,25.2,32.3,20.9,88,8.1,12.2,25.2,968.9,95,10.26,2.32,,balod,Balod,20.73,81.2
2016-09-15,51,27.6,31.8,24.6,33.1,2.0,85,7.5,11.2,26.6,968.1,67,14.87,3.28,,balod,Balod,20.73,81.2
2016-09-16,61,28.3,31.8,25.4,34.6,4.7,83,3.8,6.4,20.2,967.8,68,17.09,3.66,,balod,Balod,20.73,81.2
2016-09-17,61,28.4,32.8,26.2,34.7,7.0,83,4.4,8.2,19.1,967.9,77,17.19,3.74,,balod,Balod,20.73,81.2
2016-09-18,63,27.9,31.7,26.0,34.0,10.8,85,5.3,8.2,19.4,969.2,88,13.22,2.93,,balod,Balod,20.73,81.2
2016-09-19,63,27.8,31.9,25.4,33.9,14.5,85,5.0,7.6,18.4,969.1,87,17.45,3.7,,balod,Balod,20.73,81.2
2016-09-20,63,27.9,31.9,25.5,33.9,15.1,84,4.6,9.1,22.7,968.4,97,13.74,3.0,,balod,Balod,20.73,81.2
2016-09-21,53,27.9,32.2,25.2,33.5,2.2,83,7.6,11.8,31.0,969.2,82,18.97,4.07,,balod,Balod,20.73,81.2
2016-09-22,61,27.6,30.5,25.5,32.2,4.6,83,12.6,16.9,32.8,969.4,97,15.48,3.56,,balod,Balod,20.73,81.2
2016-09-23,63,27.2,30.6,25.4,32.2,13.1,86,11.1,16.1,31.3,966.9,85,14.1,3.06,,balod,Balod,20.73,81.2
2016-09-24,63,27.4,30.9,25.1,32.7,21.4,85,7.9,13.3,27.7,965.4,99,14.27,3.18,,balod,Balod,20.73,81.2
2016-09-25,61,26.9,30.4,25.1,32.8,7.7,88,4.3,6.8,22.0,966.5,100,10.03,2.19,,balod,Balod,20.73,81.2
2016-09-26,63,26.7,31.1,25.0,32.6,14.6,88,3.7,8.1,18.7,968.5,100,7.8,1.8,,balod,Balod,20.73,81.2
2016-09-27,63,26.5,29.1,24.9,32.5,9.9,91,4.1,7.6,16.2,969.2,100,7.77,1.72,,balod,Balod,20.73,81.2
2016-09-28,63,26.6,29.1,24.9,32.6,12.2,89,3.3,7.7,18.7,968.1,97,11.24,2.38,,balod,Balod,20.73,81.2
2016-09-29,63,26.0,28.0,24.8,31.7,13.6,90,3.4,7.4,18.7,967.2,99,6.62,1.49,,balod,Balod,20.73,81.2
2016-09-30,63,26.3,30.0,24.3,31.6,9.2,90,7.4,11.9,25.9,967.1,94,10.78,2.34,,balod,Balod,20.73,81.2
2016-10-01,53,27.4,31.6,24.7,32.2,1.7,83,10.1,15.2,31.7,968.9,78,15.18,3.42,,balod,Balod,20.73,81.2
2016-10-02,63,27.2,30.8,24.9,32.7,9.4,85,5.8,8.1,23.0,971.4,71,15.56,3.3,,balod,Balod,20.73,81.2
2016-10-03,53,27.7,31.4,25.2,33.2,1.3,82,5.3,8.5,20.5,971.6,85,16.86,3.61,,balod,Balod,20.73,81.2
2016-10-04,3,28.1,32.1,25.2,33.0,0.0,78,7.7,10.5,25.9,970.9,70,17.93,4.01,,balod,Balod,20.73,81.2
2016-10-05,61,28.1,31.3,25.8,33.3,5.9,81,8.6,12.1,26.3,969.9,69,17.05,3.78,,balod,Balod,20.73,81.2
2016-10-06,63,27.5,32.1,24.8,32.9,8.3,83,7.4,11.3,27.0,970.0,85,17.18,3.75,,balod,Balod,20.73,81.2
2016-10-07,61,25.9,27.3,24.5,31.5,20.0,92,5.3,7.6,26.3,970.0,81,9.14,1.9,,balod,Balod,20.73,81.2
2016-10-08,63,26.1,29.9,24.1,31.6,20.0,89,4.2,6.6,21.2,969.9,99,7.77,1.75,,balod,Balod,20.73,81.2
2016-10-09,63,25.8,28.6,24.1,31.0,15.2,90,6.5,10.6,25.9,969.2,100,7.29,1.63,,balod,Balod,20.73,81.2
2016-10-10,3,27.3,31.7,24.2,31.6,0.0,78,9.7,14.7,29.5,969.4,97,20.98,4.5,,balod,Balod,20.73,81.2
2016-10-11,3,27.4,32.2,23.3,31.9,0.0,77,7.6,11.8,26.6,970.4,85,20.13,4.43,,balod,Balod,20.73,81.2
2016-10-12,3,26.9,31.2,22.4,31.2,0.0,75,5.5,7.3,19.1,971.4,59,18.58,4.01,,balod,Balod,20.73,81.2
2016-10-13,3,26.5,32.6,21.4,29.5,0.0,67,5.1,7.3,16.6,972.7,45,21.83,4.66,,balod,Balod,20.73,81.2
2016-10-14,2,25.8,31.6,20.6,28.3,0.0,66,5.3,7.6,14.8,973.5,37,15.72,3.6,,balod,Balod,20.73,81.2
2016-10-15,2,25.5,31.3,20.3,28.6,0.0,71,4.3,6.9,14.4,973.9,35,18.22,3.85,,balod,Balod,20.73,81.2
2016-10-16,1,25.1,31.3,20.1,27.5,0.0,68,6.6,10.0,22.0,974.4,10,20.4,4.44,,balod,Balod,20.73,81.2
2016-10-17,0,25.0,31.1,19.5,27.6,0.0,68,5.5,7.8,17.3,973.4,4,21.5,4.56,,balod,Balod,20.73,81.2
2016-10-18,1,25.6,31.2,21.0,28.3,0.0,69,5.5,9.4,21.2,972.7,14,19.71,4.25,,balod,Balod,20.73,81.2
2016-10-19,0,24.8,31.2,20.1,27.2,0.0,69,6.1,9.9,22.3,971.8,4,21.09,4.48,,balod,Balod,20.73,81.2
2016-10-20,0,24.6,30.8,18.8,27.1,0.0,69,4.7,7.2,16.6,970.9,1,21.23,4.36,,balod,Balod,20.73,81.2
2016-10-21,3,25.0,30.7,19.6,27.6,0.0,68,4.5,8.7,20.5,971.9,24,21.08,4.32,,balod,Balod,20.73,81.2
2016-10-22,3,24.6,31.2,19.2,27.2,0.0,71,5.5,9.2,20.9,973.3,49,20.61,4.33,,balod,Balod,20.73,81.2
2016-10-23,3,24.8,31.9,19.1,27.0,0.0,67,5.8,8.1,17.6,973.3,13,20.93,4.45,,balod,Balod,20.73,81.2
2016-10-24,3,25.2,31.5,20.0,27.3,0.0,67,7.6,9.6,22.0,972.6,67,18.08,4.18,,balod,Balod,20.73,81.2
2016-10-25,3,25.3,31.5,20.1,27.8,0.0,68,6.2,8.9,21.6,972.3,37,19.97,4.3,,balod,Balod,20.73,81.2
2016-10-26,2,24.7,31.0,20.4,26.6,0.0,68,8.3,12.6,26.6,973.5,29,19.89,4.42,,balod,Balod,20.73,81.2
2016-10-27,2,23.5,30.2,19.0,24.7,0.0,67,9.3,14.3,30.2,975.3,7,20.76,4.55,,balod,Balod,20.73,81.2
2016-10-28,3,24.5,30.1,19.3,26.8,0.0,71,7.9,10.1,24.5,974.8,29,17.36,3.83,,balod,Balod,20.73,81.2
2016-10-29,51,25.5,30.2,21.5,29.3,0.1,81,7.2,11.1,22.7,974.9,28,15.65,3.34,,balod,Balod,20.73,81.2
2016-10-30,2,25.0,29.9,20.6,28.2,0.0,78,7.1,10.0,23.8,976.1,16,17.03,3.57,,balod,Balod,20.73,81.2
2016-10-31,1,24.3,30.4,20.0,26.8,0.0,74,7.5,9.4,22.3,978.0,9,18.32,3.91,,balod,Balod,20.73,81.2
2016-11-01,1,23.7,29.5,18.7,25.7,0.0,72,7.4,11.7,27.4,977.2,9,19.34,4.04,,balod,Balod,20.73,81.2
2016-11-02,3,24.0,29.9,19.3,26.0,0.0,70,7.4,11.0,25.6,976.6,26,19.19,4.1,,balod,Balod,20.73,81.2
2016-11-03,2,24.3,30.1,18.8,27.0,0.0,78,8.6,12.6,28.8,976.4,11,17.82,3.76,,balod,Balod,20.73,81.2
2016-11-04,51,24.7,28.7,20.1,27.9,0.5,82,9.2,15.6,38.2,973.8,50,15.66,3.22,,balod,Balod,20.73,81.2
2016-11-05,51,24.4,29.4,20.4,27.6,0.4,80,7.3,12.2,27.0,972.3,46,14.43,3.04,,balod,Balod,20.73,81.2
2016-11-06,1,23.7,29.5,19.3,26.0,0.0,75,6.5,8.9,22.3,973.9,15,16.24,3.33,,balod,Balod,20.73,81.2
2016-11-07,0,22.5,30.0,17.3,23.3,0.0,66,7.4,13.0,28.1,975.6,0,20.09,4.25,,balod,Balod,20.73,81.2
2016-11-08,0,21.8,30.5,15.3,22.4,0.0,65,6.3,8.0,19.8,975.9,0,19.71,4.1,,balod,Balod,20.73,81.2
2016-11-09,0,21.3,29.6,14.8,21.9,0.0,66,6.2,8.7,20.5,976.9,0,19.57,3.94,,balod,Balod,20.73,81.2
2016-11-10,3,20.5,28.6,13.5,20.7,0.0,65,6.7,9.9,19.4,976.1,20,19.58,3.89,,balod,Balod,20.73,81.2
2016-11-11,1,21.3,28.4,16.5,22.1,0.0,66,5.8,8.7,16.9,976.2,3,19.25,3.86,,balod,Balod,20.73,81.2
2016-11-12,0,21.0,28.1,17.0,22.0,0.0,70,6.4,9.2,18.7,977.2,0,18.97,3.75,,balod,Balod,20.73,81.2
2016-11-13,1,21.7,28.7,16.9,23.2,0.0,74,7.0,9.6,21.2,978.2,3,18.08,3.64,,balod,Balod,20.73,81.2
2016-11-14,2,23.0,29.1,19.4,25.2,0.0,75,6.5,8.2,20.9,977.5,16,16.99,3.48,,balod,Balod,20.73,81.2
2016-11-15,1,22.9,29.1,18.8,24.6,0.0,72,7.3,10.8,25.6,977.2,8,17.86,3.73,,balod,Balod,20.73,81.2
2016-11-16,2,21.8,28.1,16.4,22.6,0.0,69,8.6,11.3,26.6,977.9,8,18.43,3.85,,balod,Balod,20.73,81.2
2016-11-17,0,20.5,27.7,15.3,20.7,0.0,68,8.6,11.7,27.4,978.2,0,18.84,3.83,,balod,Balod,20.73,81.2
2016-11-18,1,21.1,27.9,14.6,21.7,0.0,66,6.1,8.7,23.0,977.0,4,18.81,3.71,,balod,Balod,20.73,81.2
2016-11-19,3,20.5,27.7,14.9,21.0,0.0,67,6.0,8.2,20.2,975.4,66,17.33,3.5,,balod,Balod,20.73,81.2
2016-11-20,2,21.1,29.0,15.4,21.6,0.0,65,5.6,9.1,18.7,975.8,8,18.71,3.77,,balod,Balod,20.73,81.2
2016-11-21,0,20.9,29.4,14.4,21.7,0.0,69,6.0,7.9,18.4,975.8,0,18.4,3.73,,balod,Balod,20.73,81.2
2016-11-22,3,21.0,29.0,14.5,21.8,0.0,69,5.9,8.4,21.6,975.5,7,18.35,3.66,,balod,Balod,20.73,81.2
2016-11-23,0,20.9,29.2,14.9,21.6,0.0,69,6.6,10.0,19.1,975.4,0,18.39,3.8,,balod,Balod,20.73,81.2
2016-11-24,3,21.3,29.1,15.4,22.0,0.0,66,5.9,8.4,21.2,976.3,17,18.23,3.71,,balod,Balod,20.73,81.2
2016-11-25,2,21.4,28.8,15.7,22.2,0.0,66,5.1,7.3,19.8,975.7,3,18.27,3.58,,balod,Balod,20.73,81.2
2016-11-26,0,21.3,29.8,13.7,21.7,0.0,63,5.3,8.3,18.7,975.5,0,18.19,3.56,,balod,Balod,20.73,81.2
2016-11-27,0,21.9,30.1,15.0,22.0,0.0,61,7.1,9.8,22.7,975.4,0,18.2,3.88,,balod,Balod,20.73,81.2
2016-11-28,0,21.5,29.6,15.3,21.7,0.0,62,7.0,10.4,19.1,975.9,0,18.06,3.85,,balod,Balod,20.73,81.2
2016-11-29,0,21.6,30.2,15.0,22.4,0.0,65,5.3,7.9,18.0,976.5,0,17.84,3.66,,balod,Balod,20.73,81.2
2016-11-30,3,21.0,29.6,16.5,21.7,0.0,69,6.9,9.2,21.6,977.3,29,17.73,3.64,,balod,Balod,20.73,81.2
2016-12-01,3,20.7,28.1,16.5,21.2,0.0,69,8.2,10.9,25.2,977.2,94,15.3,3.28,,balod,Balod,20.73,81.2
2016-12-02,3,21.5,28.6,16.3,22.8,0.0,75,8.3,11.0,26.6,977.6,59,16.82,3.43,,balod,Balod,20.73,81.2
2016-12-03,1,22.2,29.0,17.9,23.8,0.0,75,8.4,11.1,27.0,979.0,3,16.93,3.45,,balod,Balod,20.73,81.2
2016-12-04,3,22.1,28.8,17.9,23.5,0.0,74,7.6,9.4,23.4,979.8,18,16.36,3.39,,balod,Balod,20.73,81.2
2016-12-05,0,20.7,27.3,15.8,21.5,0.0,73,8.0,9.2,22.7,978.3,0,17.41,3.44,,balod,Balod,20.73,81.2
2016-12-06,0,20.0,27.3,14.6,20.6,0.0,74,8.0,10.2,25.2,978.0,0,17.36,3.39,,balod,Balod,20.73,81.2
2016-12-07,0,20.3,27.5,14.7,20.8,0.0,69,6.5,8.8,20.2,977.3,0,17.5,3.39,,balod,Balod,20.73,81.2
2016-12-08,0,20.2,27.0,15.8,21.2,0.0,73,5.2,9.2,17.6,976.3,0,17.28,3.3,,balod,Balod,20.73,81.2
2016-12-09,2,19.9,26.6,15.3,20.6,0.0,73,6.7,9.5,21.6,974.8,18,17.27,3.29,,balod,Balod,20.73,81.2
2016-12-10,3,19.0,26.7,13.3,19.0,0.0,72,8.0,9.7,22.0,974.8,57,17.54,3.37,,balod,Balod,20.73,81.2
2016-12-11,3,19.8,27.8,12.8,19.9,0.0,71,9.5,12.0,27.4,974.3,66,17.03,3.5,,balod,Balod,20.73,81.2
2016-12-12,3,20.5,28.9,14.6,20.3,0.0,65,8.9,11.7,25.9,974.9,87,15.67,3.57,,balod,Balod,20.73,81.2
2016-12-13,2,20.8,28.8,13.6,20.4,0.0,63,9.9,12.3,28.1,975.5,17,17.08,3.87,,balod,Balod,20.73,81.2
2016-12-14,3,21.0,27.6,17.0,20.3,0.0,56,9.0,12.0,27.7,977.2,17,16.56,3.81,,balod,Balod,20.73,81.2
2016-12-15,0,19.6,27.4,14.4,18.8,0.0,61,8.8,11.9,27.4,977.9,0,17.16,3.71,,balod,Balod,20.73,81.2
2016-12-16,0,18.9,26.9,12.3,18.6,0.0,67,7.5,9.5,23.4,978.7,0,17.39,3.44,,balod,Balod,20.73,81.2
2016-12-17,0,18.3,26.0,12.3,18.0,0.0,68,6.9,8.7,20.2,978.1,0,17.42,3.35,,balod,Balod,20.73,81.2
2016-12-18,2,17.9,25.6,12.1,17.4,0.0,68,6.9,9.2,21.2,978.4,5,17.56,3.31,,balod,Balod,20.73,81.2
2016-12-19,1,18.2,25.8,11.6,17.8,0.0,64,5.6,9.0,18.7,978.3,3,17.82,3.36,,balod,Balod,20.73,81.2
2016-12-20,0,18.1,26.9,10.0,17.8,0.0,65,4.6,7.6,15.8,977.5,0,17.77,3.34,,balod,Balod,20.73,81.2
2016-12-21,0,18.8,27.9,10.6,18.1,0.0,62,5.7,9.1,18.4,977.6,0,17.84,3.42,,balod,Balod,20.73,81.2
2016-12-22,1,18.7,26.8,11.9,17.7,0.0,57,6.4,10.5,18.7,976.9,4,17.92,3.49,,balod,Balod,20.73,81.2
2016-12-23,1,17.9,26.0,12.2,16.8,0.0,57,6.5,9.6,18.0,975.4,8,17.73,3.49,,balod,Balod,20.73,81.2
2016-12-24,3,18.2,26.8,12.5,18.1,0.0,68,5.1,9.8,19.1,974.2,7,17.45,3.3,,balod,Balod,20.73,81.2
2016-12-25,0,19.5,28.8,13.3,19.6,0.0,66,5.7,9.4,18.4,975.2,0,17.5,3.46,,balod,Balod,20.73,81.2
2016-12-26,0,19.4,27.5,13.2,19.1,0.0,63,7.0,8.9,21.6,976.3,0,17.38,3.51,,balod,Balod,20.73,81.2
2016-12-27,0,17.0,25.3,11.1,15.5,0.0,58,8.8,11.9,28.1,977.7,1,17.81,3.62,,balod,Balod,20.73,81.2
2016-12-28,0,18.4,26.4,13.1,18.0,0.0,65,6.5,10.1,18.4,977.5,0,17.63,3.39,,balod,Balod,20.73,81.2
2016-12-29,3,20.0,27.3,14.1,20.1,0.0,64,5.4,8.4,19.8,977.8,7,17.44,3.42,,balod,Balod,20.73,81.2
2016-12-30,0,19.8,28.6,14.0,19.9,0.0,67,6.1,9.4,16.9,977.6,0,17.5,3.52,,balod,Balod,20.73,81.2
2016-12-31,0,19.8,28.9,13.8,19.9,0.0,64,5.7,10.0,15.5,976.8,0,17.49,3.49,,balod,Balod,20.73,81.2
2017-01-01,1,20.1,29.5,12.2,20.4,0.0,65,5.2,8.3,14.8,976.6,4,17.36,3.48,,balod,Balod,20.73,81.2
2017-01-02,2,21.4,29.1,14.7,21.9,0.0,66,7.4,10.1,24.1,976.7,9,16.8,3.72,,balod,Balod,20.73,81.2
2017-01-03,2,19.6,25.4,15.8,19.9,0.0,74,9.0,14.8,28.4,977.9,14,16.94,3.27,,balod,Balod,20.73,81.2
2017-01-04,0,18.3,25.8,13.5,18.3,0.0,73,7.3,9.4,20.9,977.7,0,17.52,3.27,,balod,Balod,20.73,81.2
2017-01-05,0,19.4,26.6,13.9,19.5,0.0,67,6.0,9.7,18.0,976.8,0,17.8,3.5,,balod,Balod,20.73,81.2
2017-01-06,0,19.2,28.4,13.0,18.6,0.0,62,6.8,10.1,19.4,975.7,0,18.11,3.68,,balod,Balod,20.73,81.2
2017-01-07,0,20.9,29.1,12.5,20.4,0.0,55,5.6,8.9,17.3,973.8,0,18.0,3.66,,balod,Balod,20.73,81.2
2017-01-08,3,20.8,27.9,14.5,21.3,0.0,67,6.1,8.5,20.2,973.8,26,15.69,3.28,,balod,Balod,20.73,81.2
2017-01-09,3,21.8,29.0,15.6,22.2,0.0,63,6.8,9.5,20.2,973.7,27,14.63,3.32,,balod,Balod,20.73,81.2
2017-01-10,51,20.9,24.5,17.2,22.3,0.2,76,6.0,9.4,29.5,974.7,38,12.91,2.56,,balod,Balod,20.73,81.2
2017-01-11,1,18.5,24.7,14.8,18.6,0.0,74,7.2,10.7,25.9,976.1,7,16.64,3.01,,balod,Balod,20.73,81.2
2017-01-12,0,16.8,23.6,12.2,15.9,0.0,66,7.6,10.7,25.6,976.0,0,18.38,3.38,,balod,Balod,20.73,81.2
2017-01-13,1,17.4,24.4,11.1,16.5,0.0,63,6.4,8.7,22.7,976.6,4,18.57,3.46,,balod,Balod,20.73,81.2
2017-01-14,1,17.0,24.9,10.4,15.7,0.0,58,7.3,10.1,22.3,977.9,6,18.81,3.66,,balod,Balod,20.73,81.2
2017-01-15,1,18.1,25.9,12.2,16.9,0.0,57,7.6,9.8,23.0,978.9,3,18.91,3.84,,balod,Balod,20.73,81.2
2017-01-16,1,19.2,28.0,11.9,18.4,0.0,58,7.2,10.0,18.4,978.0,3,18.68,3.92,,balod,Balod,20.73,81.2
2017-01-17,0,20.5,29.2,13.3,20.4,0.0,59,5.6,9.0,15.8,977.4,0,18.48,3.82,,balod,Balod,20.73,81.2
2017-01-18,0,21.3,29.0,14.6,21.0,0.0,56,6.8,9.0,19.8,979.3,0,18.57,4.1,,balod,Balod,20.73,81.2
2017-01-19,2,21.4,28.7,15.1,21.0,0.0,58,8.7,12.1,27.7,980.2,13,18.66,4.22,,balod,Balod,20.73,81.2
2017-01-20,3,21.1,28.8,15.0,20.8,0.0,61,9.4,12.4,28.8,980.1,34,18.65,4.19,,balod,Balod,20.73,81.2
2017-01-21,1,21.5,29.4,14.8,21.6,0.0,62,8.2,10.6,26.3,980.3,8,18.78,4.12,,balod,Balod,20.73,81.2
2017-01-22,0,21.7,29.5,16.2,21.7,0.0,61,8.1,10.1,25.6,981.1,3,18.78,4.14,,balod,Balod,20.73,81.2
2017-01-23,2,21.9,29.4,15.8,22.0,0.0,61,7.7,9.0,23.4,980.7,8,18.98,4.16,,balod,Balod,20.73,81.2
2017-01-24,0,21.4,29.4,15.8,21.2,0.0,60,8.7,11.1,28.1,980.3,0,19.22,4.31,,balod,Balod,20.73,81.2
2017-01-25,0,21.0,29.3,14.9,20.8,0.0,59,7.7,9.7,23.8,980.0,0,19.55,4.22,,balod,Balod,20.73,81.2
2017-01-26,51,21.2,28.2,15.2,21.5,0.2,64,7.0,9.7,20.5,978.8,46,14.37,3.3,,balod,Balod,20.73,81.2
2017-01-27,1,23.3,30.2,17.5,24.5,0.0,65,6.9,8.3,20.9,977.4,16,18.28,4.01,,balod,Balod,20.73,81.2
2017-01-28,0,21.9,27.4,17.5,22.7,0.0,66,7.5,11.2,26.3,978.8,1,19.32,3.88,,balod,Balod,20.73,81.2
2017-01-29,0,20.6,27.6,14.2,20.5,0.0,60,6.3,8.4,22.0,978.7,0,19.95,4.04,,balod,Balod,20.73,81.2
2017-01-30,0,21.5,29.8,14.2,21.7,0.0,59,5.6,9.4,16.2,976.9,0,20.09,4.18,,balod,Balod,20.73,81.2
2017-01-31,0,22.3,31.1,13.3,22.6,0.0,58,5.7,9.5,16.9,976.0,0,20.04,4.26,,balod,Balod,20.73,81.2
2017-02-01,0,22.5,30.5,15.9,22.8,0.0,58,6.2,9.2,18.4,976.8,0,19.93,4.29,,balod,Balod,20.73,81.2
2017-02-02,0,22.6,30.7,17.1,22.7,0.0,57,7.2,9.4,20.2,978.7,0,19.99,4.42,,balod,Balod,20.73,81.2
2017-02-03,0,22.6,30.1,17.2,22.8,0.0,57,7.2,9.7,21.6,978.5,0,20.24,4.44,,balod,Balod,20.73,81.2
2017-02-04,0,21.9,30.6,15.6,21.7,0.0,57,8.2,9.5,24.1,977.0,0,20.67,4.61,,balod,Balod,20.73,81.2
2017-02-05,0,21.6,30.8,12.6,21.3,0.0,53,6.5,10.0,16.2,976.0,0,20.8,4.51,,balod,Balod,20.73,81.2
2017-02-06,3,23.4,31.6,15.2,23.1,0.0,50,7.2,10.3,23.8,975.4,14,20.53,4.77,,balod,Balod,20.73,81.2
2017-02-07,0,23.5,30.5,18.0,24.0,0.0,56,6.9,8.3,22.7,976.4,0,20.39,4.52,,balod,Balod,20.73,81.2
2017-02-08,0,23.4,31.3,18.1,23.8,0.0,54,5.5,9.8,17.3,976.6,0,20.84,4.52,,balod,Balod,20.73,81.2
2017-02-09,0,24.2,32.7,15.4,24.5,0.0,51,5.3,9.4,18.4,975.5,0,21.01,4.67,,balod,Balod,20.73,81.2
2017-02-10,0,23.9,31.0,16.8,24.3,0.0,53,6.3,9.4,25.6,974.9,0,20.49,4.59,,balod,Balod,20.73,81.2
2017-02-11,2,25.2,32.0,18.6,25.6,0.0,51,7.0,9.5,25.2,975.8,14,19.8,4.72,,balod,Balod,20.73,81.2
2017-02-12,51,23.2,27.7,19.0,23.8,0.2,61,9.0,13.6,24.8,979.0,22,19.54,4.35,,balod,Balod,20.73,81.2
2017-02-13,2,23.9,31.1,18.2,24.9,0.0,62,7.3,9.0,24.1,980.3,20,20.03,4.5,,balod,Balod,20.73,81.2
2017-02-14,0,24.6,31.1,18.8,25.3,0.0,56,7.5,10.5,26.6,981.7,2,20.78,4.73,,balod,Balod,20.73,81.2
2017-02-15,0,24.2,31.4,18.2,24.7,0.0,55,7.6,9.2,25.6,981.6,0,21.4,4.87,,balod,Balod,20.73,81.2
2017-02-16,0,24.1,31.1,16.9,24.3,0.0,52,6.3,8.9,22.3,979.6,0,21.42,4.71,,balod,Balod,20.73,81.2
2017-02-17,0,24.2,31.8,17.1,24.0,0.0,48,7.8,12.2,30.6,978.6,0,21.56,5.06,,balod,Balod,20.73,81.2
2017-02-18,0,24.8,33.0,17.0,25.2,0.0,51,6.9,9.4,25.6,978.3,0,21.79,5.03,,balod,Balod,20.73,81.2
2017-02-19,0,24.7,32.8,17.7,25.1,0.0,52,7.0,9.2,22.3,976.7,0,21.95,5.1,,balod,Balod,20.73,81.2
2017-02-20,0,25.9,35.7,17.0,25.9,0.0,45,6.2,10.2,25.6,973.1,0,22.25,5.23,,balod,Balod,20.73,81.2
2017-02-21,0,27.4,36.1,20.0,26.7,0.0,39,10.8,17.3,35.6,971.4,0,22.06,6.43,,balod,Balod,20.73,81.2
2017-02-22,0,27.6,35.7,22.0,27.2,0.0,42,10.9,14.6,31.0,973.1,0,22.11,6.28,,balod,Balod,20.73,81.2
2017-02-23,2,26.3,33.5,18.5,26.5,0.0,44,6.3,9.2,24.1,975.2,4,22.43,5.24,,balod,Balod,20.73,81.2
2017-02-24,0,24.8,31.6,19.0,24.4,0.0,45,8.6,12.6,29.9,977.4,0,22.83,5.48,,balod,Balod,20.73,81.2
2017-02-25,0,23.2,31.0,17.0,22.3,0.0,42,7.1,9.7,23.4,977.2,0,23.43,5.34,,balod,Balod,20.73,81.2
2017-02-26,0,23.8,32.3,15.1,22.9,0.0,42,7.2,10.1,23.8,974.8,0,23.35,5.43,,balod,Balod,20.73,81.2
2017-02-27,2,25.6,33.7,16.4,25.1,0.0,42,7.7,9.7,25.6,975.7,9,23.31,5.73,,balod,Balod,20.73,81.2
2017-02-28,0,25.3,33.1,18.2,24.3,0.0,39,8.1,9.3,25.2,976.7,1,23.55,5.87,,balod,Balod,20.73,81.2
2017-03-01,0,26.2,34.8,19.0,25.8,0.0,43,8.2,9.9,25.9,975.6,1,23.55,5.97,,balod,Balod,20.73,81.2
2017-03-02,0,27.5,35.7,19.3,27.4,0.0,39,7.2,13.5,25.6,973.5,1,23.26,5.76,,balod,Balod,20.73,81.2
2017-03-03,1,28.2,35.8,22.6,28.0,0.0,41,9.9,14.4,29.2,971.1,4,23.0,6.36,,balod,Balod,20.73,81.2
2017-03-04,0,28.6,35.8,22.8,27.7,0.0,36,11.4,15.7,32.8,970.4,0,23.51,6.97,,balod,Balod,20.73,81.2
2017-03-05,1,28.3,34.8,22.3,28.7,0.0,46,9.8,13.1,33.5,970.9,8,20.24,5.68,,balod,Balod,20.73,81.2
2017-03-06,0,26.2,32.7,20.5,25.6,0.0,40,9.8,14.5,32.8,972.1,3,23.5,6.15,,balod,Balod,20.73,81.2
2017-03-07,51,26.0,32.4,20.1,25.8,0.6,43,6.7,10.1,25.2,971.9,29,19.83,4.94,,balod,Balod,20.73,81.2
2017-03-08,55,25.6,32.3,20.0,27.9,2.8,66,6.3,9.4,37.8,971.2,49,16.15,3.83,,balod,Balod,20.73,81.2
2017-03-09,51,27.8,33.8,22.3,29.4,0.1,55,7.9,11.5,28.1,970.0,28,19.73,5.1,,balod,Balod,20.73,81.2
2017-03-10,3,27.0,31.4,23.5,28.5,0.0,63,13.7,25.7,59.0,969.0,55,19.41,4.98,,balod,Balod,20.73,81.2
2017-03-11,3,26.5,32.8,22.4,26.7,0.0,52,12.5,16.5,36.4,971.5,83,22.73,6.05,,balod,Balod,20.73,81.2
2017-03-12,3,25.6,31.9,20.8,25.2,0.0,41,8.1,12.7,30.2,973.8,26,24.55,5.97,,balod,Balod,20.73,81.2
2017-03-13,0,24.8,32.5,17.6,23.2,0.0,33,8.4,12.2,30.6,975.3,2,25.1,6.23,,balod,Balod,20.73,81.2
2017-03-14,0,25.2,33.3,17.0,24.4,0.0,40,8.3,10.4,25.6,975.6,0,24.97,6.17,,balod,Balod,20.73,81.2
2017-03-15,0,25.8,33.1,18.8,24.9,0.0,38,8.2,12.4,28.4,976.0,0,25.06,6.17,,balod,Balod,20.73,81.2
2017-03-16,1,26.8,34.3,19.2,26.3,0.0,37,6.1,10.3,22.7,974.7,7,24.25,5.77,,balod,Balod,20.73,81.2
2017-03-17,2,28.8,35.3,23.9,29.4,0.0,48,10.5,17.0,38.5,972.6,18,21.03,6.07,,balod,Balod,20.73,81.2
2017-03-18,0,28.2,34.9,21.7,28.0,0.0,38,8.7,12.4,28.8,973.5,1,24.49,6.41,,balod,Balod,20.73,81.2
2017-03-19,2,28.9,36.2,21.5,27.8,0.0,35,12.2,21.0,43.6,973.0,20,22.0,7.05,,balod,Balod,20.73,81.2
2017-03-20,0,26.9,32.8,21.2,27.0,0.0,44,8.8,11.4,28.1,974.8,1,25.06,6.26,,balod,Balod,20.73,81.2
